outfit_id,gender,style,season,tags,new_style,style_id
71626,M,스트릿,여름,"팔렛,여름,스트릿,슬랙스,플립플랍,반팔티셔츠",M_스트릿,3
71628,M,스트릿,여름,"팔렛,여름,스트릿,데님팬츠,스니커즈,반팔티셔츠",M_스트릿,3
71629,M,스트릿,여름,"팔렛,여름,스트릿,카고팬츠,스니커즈,반팔티셔츠",M_스트릿,3
71631,F,스트릿,여름,"팔렛,여름,스트릿,워커,반팔티셔츠,스커트",F_스트릿,0
71633,M,캐주얼,여름,"여름,셔츠,스니커즈,캐주얼,와이드팬츠",M_캐주얼,5
71638,F,캐주얼,여름,"오프숄더,토트백,여름,워커,꼼데가르송,치노팬츠,캐주얼",F_캐주얼,1
71640,M,아메리칸캐주얼,여름,"워크캡,여름,워커,아메리칸캐주얼,셔츠,오버롤",M_아메리칸캐주얼,6
71641,F,스트릿,여름,"여름,스트릿,워커,숄더백,블라우스,스커트",F_스트릿,0
71642,F,포멀,여름,"볼레로,여름,스니커즈,숄더백,포멀,크롭탑,와이드팬츠",F_포멀,7
71643,F,스트릿,여름,"여름,스트릿,스니커즈,나이키,반팔티셔츠,버킷햇,트랙팬츠",F_스트릿,0
71644,F,걸리시,여름,"펌프스,여름,걸리시,원피스,숄더백",F_걸리시,4
71650,M,스트릿,여름,"여름,스트릿,볼캡,크로스백,카고팬츠,스니커즈,화이트셔츠,캉골,나이키",M_스트릿,3
71651,F,캐주얼,여름,"여름,스니커즈,숄더백,반팔티셔츠,캐주얼,스커트",F_캐주얼,1
71654,F,캐주얼,여름,"원피스,캐주얼,여름",F_캐주얼,1
71657,M,캐주얼,여름,"여름,첼시부츠,반팔티셔츠,치노팬츠,캐주얼",M_캐주얼,5
71667,M,스트릿,여름,"여름,스트릿,비니,데님팬츠,크로스백,스니커즈,나이키",M_스트릿,3
71668,M,스트릿,여름,"여름,스트릿,데님팬츠,반스,스니커즈,반팔티셔츠,리",M_스트릿,3
71670,M,스트릿,여름,"여름,스트릿,조거팬츠,반팔티셔츠,부츠",M_스트릿,3
71673,F,걸리시,여름,"여름,걸리시,숄더백,블라우스,롱부츠,스커트",F_걸리시,4
71675,F,캐주얼,여름,"여름,스니커즈,원피스,숄더백,캐주얼,컨버스",F_캐주얼,1
71676,M,스트릿,여름,"스투시,여름,스트릿,볼캡,스니커즈,나이키,반팔티셔츠,와이드팬츠",M_스트릿,3
71678,F,스트릿,여름,"티셔츠,여름,스트릿,터틀넥,스니커즈,조거팬츠,나이키",F_스트릿,0
71680,F,걸리시,여름,"여름,걸리시,카디건,미니백,원피스,부츠",F_걸리시,4
71695,F,캐주얼,여름,"여름,슬랙스,브라탑,스니커즈,롱재킷,캐주얼",F_캐주얼,1
71701,F,캐주얼,여름,"여름,버버리,데님팬츠,스니커즈,피케이,캐주얼",F_캐주얼,1
71702,F,캐주얼,여름,"여름,데님팬츠,반스,스니커즈,반팔티셔츠,캐주얼",F_캐주얼,1
71703,M,스트릿,여름,"여름,스트릿,비니,데님팬츠,크로스백,스니커즈,반팔티셔츠",M_스트릿,3
71704,F,캐주얼,여름,"여름,스니커즈,숄더백,나이키,반팔티셔츠,캐주얼,스웨트팬츠",F_캐주얼,1
71705,M,캐주얼,여름,"여름,데님팬츠,첼시부츠,반팔티셔츠,캐주얼",M_캐주얼,5
71709,F,걸리시,여름,"여름,걸리시,미니백,원피스,부츠",F_걸리시,4
71710,F,캐주얼,여름,"여름,워커,닥터마틴,백팩,캐주얼,스커트,후드집업",F_캐주얼,1
71714,M,스트릿,여름,"코팅팬츠,여름,스트릿,워커,크로스백,반팔티셔츠",M_스트릿,3
71716,F,포멀,여름,"여름,플립플랍,숄더백,포멀,수트",F_포멀,7
71717,F,로맨틱,여름,"로맨틱,여름,키르시,워커,크로스백,블라우스",F_로맨틱,2
71719,F,스트릿,여름,"여름,스트릿,비니,스니커즈,반팔티셔츠,스커트",F_스트릿,0
71723,M,스트릿,여름,"여름,스트릿,아디다스,스니커즈,타이다이,반팔티셔츠,베스트",M_스트릿,3
71727,F,캐주얼,여름,"여름,미니백,데님팬츠,스니커즈,캐주얼,크롭탑",F_캐주얼,1
71733,M,스트릿,여름,"여름,스트릿,데님팬츠,셔츠,스니커즈",M_스트릿,3
71735,M,스트릿,여름,"블레이저,여름,스트릿,스니커즈,숏팬츠",M_스트릿,3
71737,F,캐주얼,여름,"캐주얼,반팔티셔츠,여름",F_캐주얼,1
71738,M,스트릿,여름,"여름,스트릿,볼캡,아디다스,스니커즈,조거팬츠,반팔티셔츠",M_스트릿,3
71740,M,캐주얼,여름,"여름,데님팬츠,셔츠,로퍼,캐주얼",M_캐주얼,5
71741,F,캐주얼,여름,"여름,데님팬츠,숄더백,첼시부츠,선글라스,캐주얼,데님원피스",F_캐주얼,1
71742,M,스트릿,여름,"블레이저,여름,스트릿,볼캡,아디다스,스니커즈,와이드팬츠",M_스트릿,3
71743,F,로맨틱,여름,"로맨틱,여름,데님팬츠,스니커즈,숄더백,스커트,크롭탑",F_로맨틱,2
71744,F,캐주얼,여름,"여름,카디건,스니커즈,캘빈클라인,백팩,캐주얼,스커트",F_캐주얼,1
71748,F,스트릿,여름,"여름,스트릿,트랙탑,뉴발란스,스니커즈,숄더백,나이키,숏팬츠",F_스트릿,0
71753,M,스트릿,여름,"여름,스트릿,데님팬츠,크로스백,셔츠,스니커즈,엄브로,베레",M_스트릿,3
71756,M,스트릿,여름,"여름,스트릿,크로스백,스니커즈,반팔티셔츠,디올,치노팬츠",M_스트릿,3
71760,M,캐주얼,여름,"스투시,후드,여름,볼캡,슬리브리스,스니커즈,나이키,캐주얼,와이드팬츠",M_캐주얼,5
71763,F,캐주얼,여름,"여름,워커,데님팬츠,크로스백,뮤트뮤즈,캐주얼",F_캐주얼,1
71765,M,캐주얼,여름,"여름,슬랙스,워커,반팔티셔츠,캐주얼",M_캐주얼,5
71766,F,캐주얼,여름,"원피스,캐주얼,여름,스니커즈",F_캐주얼,1
71767,M,스트릿,여름,"여름,스트릿,셔츠,스니커즈,스웨트셔츠",M_스트릿,3
71770,M,캐주얼,여름,"여름,데님팬츠,볼캡,스니커즈,반팔티셔츠,캐주얼",M_캐주얼,5
71771,M,스트릿,여름,"여름,스트릿,볼캡,크로스백,스니커즈,치노팬츠",M_스트릿,3
71772,F,걸리시,여름,"여름,걸리시,카디건,닥터마틴,원피스,구찌,첼시부츠",F_걸리시,4
71775,F,캐주얼,여름,"여름,니트,숄더백,부츠,캐주얼,와이드팬츠",F_캐주얼,1
71776,F,캐주얼,여름,"여름,데님팬츠,숄더백,첼시부츠,반팔티셔츠,캐주얼",F_캐주얼,1
71777,F,캐주얼,여름,"여름,뮬,셔츠,반스,캐주얼,스커트",F_캐주얼,1
71779,F,스트릿,여름,"여름,스트릿,스니커즈,숄더백,나이키,스웨트셔츠,크롭티셔츠",F_스트릿,0
71782,F,걸리시,여름,"여름,걸리시,카디건,워커,크로스백,숏팬츠",F_걸리시,4
71783,M,스트릿,여름,"여름,스트릿,비니,데님팬츠,크로스백,스니커즈,나이키,반팔티셔츠,베이프",M_스트릿,3
71784,M,스트릿,여름,"블레이저,여름,스트릿,첼시부츠,스커트",M_스트릿,3
71786,M,스트릿,여름,"여름,스트릿,비니,워커,셔츠,백팩,와이드팬츠",M_스트릿,3
71787,F,스트릿,여름,"여름,스트릿,데님팬츠,아디다스,스니커즈,스웨트셔츠,버킷햇",F_스트릿,0
71789,F,캐주얼,여름,"티셔츠,널디,여름,데님팬츠,볼캡,크로스백,스니커즈,캐주얼",F_캐주얼,1
71790,M,캐주얼,여름,"여름,니트,스키니진,크로스백,첼시부츠,캐주얼,디스트로이드",M_캐주얼,5
71793,F,스트릿,여름,"여름,스트릿,크로스백,원피스,부츠,비비안웨스트우드",F_스트릿,0
71801,M,캐주얼,여름,"여름,반팔셔츠,치노팬츠,캐주얼,샌들",M_캐주얼,5
71802,F,캐주얼,여름,"여름,크로스백,반팔티셔츠,롱부츠,캐주얼,스커트",F_캐주얼,1
71807,M,스트릿,여름,"여름,스트릿,셔츠,스니커즈,와이드팬츠",M_스트릿,3
71808,F,캐주얼,여름,"여름,데님팬츠,숄더백,타이다이,캐주얼,크록스",F_캐주얼,1
71810,F,캐주얼,여름,"여름,니트,데님팬츠,시스루,스니커즈,백팩,캐주얼",F_캐주얼,1
71812,F,걸리시,여름,"여름,걸리시,원피스,레오파드,첼시부츠",F_걸리시,4
71815,M,스트릿,여름,"여름,스트릿,데님팬츠,볼캡,스니커즈,반팔티셔츠,체인",M_스트릿,3
71816,M,스트릿,여름,"여름,스트릿,엠엠지엘,크로스백,스니커즈,와이드팬츠,베스트",M_스트릿,3
71818,F,스트릿,여름,"여름,스트릿,워커,크로스백,반팔티셔츠,스커트",F_스트릿,0
71819,F,캐주얼,여름,"여름,미니백,스니커즈,에이지,캐주얼,점프수트",F_캐주얼,1
71822,F,스트릿,여름,"여름,스트릿,워커,크로스백,셔츠,나이키,스커트",F_스트릿,0
71824,F,스트릿,여름,"여름,스트릿,카디건,스니커즈,원피스",F_스트릿,0
71826,M,스트릿,여름,"씨피컴퍼니,여름,스트릿,데님팬츠,슬리브리스,볼캡,더비슈즈",M_스트릿,3
71827,M,캐주얼,여름,"여름,비니,슬랙스,플립플랍,반팔티셔츠,매스노운,캐주얼",M_캐주얼,5
71830,F,스트릿,여름,"스투시,여름,스트릿,롱슬리브,데님팬츠,스니커즈,디스이즈네버댓",F_스트릿,0
71831,M,아메리칸캐주얼,여름,"여름,데님팬츠,아메리칸캐주얼,셔츠,로퍼",M_아메리칸캐주얼,6
71836,F,캐주얼,여름,"여름,셔츠,스니커즈,숏팬츠,캐주얼",F_캐주얼,1
71843,M,스트릿,여름,"여름,스트릿,비니,플립플랍,크리틱,반팔티셔츠,숏팬츠",M_스트릿,3
71847,M,캐주얼,여름,"여름,카고팬츠,크리틱,첼시부츠,반팔티셔츠,캐주얼",M_캐주얼,5
71848,F,스트릿,여름,"여름,스트릿,나일론팬츠,스니커즈,크리틱,반팔티셔츠",F_스트릿,0
71849,M,스트릿,여름,"여름,스트릿,조거팬츠,스니커즈,크리틱,반팔티셔츠",M_스트릿,3
71853,M,캐주얼,여름,"여름,카고팬츠,스니커즈,크리틱,반팔티셔츠,캐주얼",M_캐주얼,5
71856,F,걸리시,여름,"여름,걸리시,크로스백,원피스,부츠",F_걸리시,4
71857,F,캐주얼,여름,"여름,카디건,데님팬츠,스니커즈,숄더백,나이키,캐주얼,크롭탑",F_캐주얼,1
71858,F,캐주얼,여름,"여름,스니커즈,원피스,숄더백,캐주얼,스커트",F_캐주얼,1
71860,M,스트릿,여름,"여름,스트릿,비니,크로스백,스니커즈,반팔티셔츠,스웨트팬츠",M_스트릿,3
71861,F,스트릿,여름,"여름,스트릿,셔츠,스니커즈,원피스,숄더백,나이키",F_스트릿,0
71865,F,스트릿,여름,"여름,스트릿,볼캡,셔츠,스니커즈,백팩,치노팬츠,컨버스",F_스트릿,0
71867,F,캐주얼,여름,"여름,니트,스니커즈,캐주얼,와이드팬츠",F_캐주얼,1
71873,M,스트릿,여름,"여름,스트릿,데님팬츠,스니커즈,반팔티셔츠,발렌시아가",M_스트릿,3
71876,F,캐주얼,여름,"여름,엠엘비,크로스백,조거팬츠,스니커즈,캐주얼",F_캐주얼,1
71881,F,스트릿,여름,"여름,스트릿,데님팬츠,셔츠,시스루,스니커즈,숄더백",F_스트릿,0
71883,M,스트릿,여름,"여름,스트릿,니트,데님팬츠,스니커즈,리복,버킷햇,베스트",M_스트릿,3
71891,F,캐주얼,여름,"팀버랜드,여름,워커,슬리브리스,크로스백,캐주얼,스커트,버킷햇",F_캐주얼,1
71893,F,스트릿,여름,"여름,스트릿,크로스백,스니커즈,블라우스,스커트",F_스트릿,0
71894,F,걸리시,여름,"오프숄더,여름,걸리시,반팔티셔츠,샌들,스커트",F_걸리시,4
71897,F,스트릿,여름,"여름,스트릿,데님팬츠,크로스백,스니커즈,반팔티셔츠",F_스트릿,0
71898,M,스트릿,여름,"앤더슨벨,여름,스트릿,크로스백,스니커즈,베트멍,반팔티셔츠,와이드팬츠",M_스트릿,3
71899,F,스트릿,여름,"꼼데가르송플레이,반팔티셔츠,스트릿,여름",F_스트릿,0
71901,F,로맨틱,여름,"데님,로맨틱,여름,크로스백,반스,스니커즈,원피스",F_로맨틱,2
71912,M,캐주얼,여름,"여름,아워레가시,데님팬츠,스니커즈,백팩,반팔티셔츠,캐주얼,컨버스",M_캐주얼,5
71913,F,캐주얼,여름,"캐주얼,여름",F_캐주얼,1
71914,F,스트릿,여름,"여름,스트릿,볼캡,디키즈,반팔티셔츠,7부팬츠,크록스",F_스트릿,0
71918,F,스트릿,여름,"여름,스트릿,슬리브리스,크로스백,셔츠,스니커즈,치노팬츠,컨버스",F_스트릿,0
71921,F,스트릿,여름,"데우스엑스마키나,여름,스트릿,크로스백,카고팬츠,스니커즈,나이키,반팔티셔츠",F_스트릿,0
71925,M,아메리칸캐주얼,여름,"블레이저,여름,데님팬츠,아메리칸캐주얼,첼시부츠",M_아메리칸캐주얼,6
71931,M,스트릿,여름,"여름,스트릿,크로스백,셔츠,스니커즈,반팔티셔츠,와이드팬츠",M_스트릿,3
71936,M,스트릿,여름,"여름,스트릿,카고팬츠,셔츠,스니커즈,나이키,백팩",M_스트릿,3
71937,F,캐주얼,여름,"여름,미니백,레깅스,셔츠,스니커즈,반팔티셔츠,캐주얼",F_캐주얼,1
71938,M,스트릿,여름,"여름,스트릿,비니,스니커즈,나이키,반팔티셔츠,숏팬츠,백팩,칼하트",M_스트릿,3
71940,F,캐주얼,여름,"여름,카디건,데님팬츠,크롭슬리브리스,부츠,캐주얼",F_캐주얼,1
71941,F,캐주얼,여름,"숄더백,여름,캐주얼,스니커즈",F_캐주얼,1
71943,M,캐주얼,여름,"여름,슬랙스,플립플랍,크로스백,반팔티셔츠,캐주얼",M_캐주얼,5
71944,F,스트릿,여름,"여름,스트릿,데님팬츠,셔츠,스니커즈,숄더백",F_스트릿,0
71945,M,캐주얼,여름,"여름,스니커즈,오버롤,반팔티셔츠,캐주얼,칼하트",M_캐주얼,5
71948,F,캐주얼,여름,"여름,슬리브리스,치노팬츠,캐주얼,샌들,크롭",F_캐주얼,1
71951,F,캐주얼,여름,"여름,카디건,카고팬츠,숄더백,첼시부츠,캐주얼",F_캐주얼,1
71956,F,캐주얼,여름,"여름,미니백,데님팬츠,스니커즈,반팔티셔츠,캐주얼,컨버스",F_캐주얼,1
71958,F,걸리시,여름,"토트백,여름,걸리시,반팔티셔츠,롱부츠,스커트",F_걸리시,4
71959,M,아메리칸캐주얼,여름,"여름,아메리칸캐주얼,카고팬츠,긴소매티셔츠,부츠,베레",M_아메리칸캐주얼,6
71962,F,걸리시,여름,"여름,걸리시,카디건,크로스백,롱부츠,스커트",F_걸리시,4
71963,M,스트릿,여름,"여름,스트릿,카고팬츠,스니커즈,백팩,반팔티셔츠",M_스트릿,3
71965,F,걸리시,여름,"여름,걸리시,카디건,데님팬츠,슬리브리스,숄더백,첼시부츠",F_걸리시,4
71966,M,스트릿,여름,"여름,스트릿,슬랙스,볼캡,스니커즈,반팔티셔츠",M_스트릿,3
71970,F,스트릿,여름,"여름,스트릿,워커,시스루,스커트,베레",F_스트릿,0
71971,M,스트릿,여름,"여름,스트릿,볼캡,카고팬츠,스니커즈,숄더백,반팔티셔츠,컨버스",M_스트릿,3
71973,F,스트릿,여름,"여름,스트릿,데님팬츠,슬리브리스,첼시부츠,백팩",F_스트릿,0
71975,F,캐주얼,여름,"여름,셔츠,부츠,캐주얼,스커트",F_캐주얼,1
71976,F,스트릿,여름,"여름,스트릿,반스,스니커즈,숏팬츠,반팔티셔츠",F_스트릿,0
71977,F,캐주얼,여름,"여름,데님팬츠,슬리브리스,스니커즈,숄더백,캐주얼",F_캐주얼,1
71978,M,스트릿,여름,"여름,스트릿,데님팬츠,스니커즈,반팔티셔츠",M_스트릿,3
71979,F,캐주얼,여름,"여름,슬랙스,셔츠,스니커즈,캐주얼",F_캐주얼,1
71981,F,스트릿,여름,"여름,스트릿,비니,스니커즈,백팩,반팔티셔츠,컨버스,스커트",F_스트릿,0
71985,F,걸리시,여름,"펌프스,여름,걸리시,미니백,슬랙스,셔츠",F_걸리시,4
71987,F,캐주얼,여름,"여름,워커,원피스,캐주얼,니삭스",F_캐주얼,1
71988,F,캐주얼,여름,"여름,미니백,부츠,캐주얼,스커트,크롭탑",F_캐주얼,1
71991,M,캐주얼,여름,"여름,슬랙스,크로스백,셔츠,스니커즈,나이키,캐주얼",M_캐주얼,5
71996,F,캐주얼,여름,"토트백,여름,셔츠,부츠,캐주얼,스커트",F_캐주얼,1
71997,M,포멀,여름,"여름,셔츠,메종마르지엘라,포멀,타비슈즈,와이드팬츠",M_포멀,8
71998,M,캐주얼,여름,"여름,스키니진,셔츠,첼시부츠,캐주얼",M_캐주얼,5
71999,F,스트릿,여름,"여름,엠엘비,스트릿,아디다스,스니커즈,크롭티셔츠,트랙팬츠",F_스트릿,0
72001,F,걸리시,여름,"원피스,워커,여름,걸리시",F_걸리시,4
72005,F,스트릿,여름,"여름,스트릿,데님팬츠,스니커즈,타이다이,숄더백,반팔티셔츠",F_스트릿,0
72009,M,스트릿,여름,"뉴에라,여름,스트릿,와릿이즌,카고팬츠,스니커즈,아식스,markgonzales,반팔티셔츠",M_스트릿,3
72013,M,스트릿,여름,"여름,스트릿,스니커즈,나이키,반팔티셔츠,치노팬츠",M_스트릿,3
72015,F,스트릿,여름,"여름,스트릿,데님팬츠,뉴발란스,스니커즈,크롭티셔츠",F_스트릿,0
72018,F,캐주얼,여름,"여름,탑,슬리브리스,스니커즈,숄더백,나이키,캐주얼,와이드팬츠",F_캐주얼,1
72021,F,캐주얼,여름,"여름,데님팬츠,닥터마틴,슬리브리스탑,캐주얼,샌들",F_캐주얼,1
72028,F,걸리시,여름,"망사,여름,걸리시,니트,워커,숄더백,스커트",F_걸리시,4
72034,F,걸리시,여름,"여름,걸리시,크로스백,블라우스,메종마르지엘라,샌들,스커트",F_걸리시,4
72035,M,캐주얼,여름,"여름,플립플랍,반팔티셔츠,캐주얼,토앤토,베스트",M_캐주얼,5
72036,M,스트릿,여름,"여름,스트릿,플립플랍,셔츠,숏팬츠,토앤토",M_스트릿,3
72039,M,캐주얼,여름,"여름,플립플랍,긴소매티셔츠,숏팬츠,캐주얼,토앤토",M_캐주얼,5
72040,M,아메리칸캐주얼,여름,"여름,플립플랍,슬리브리스,아메리칸캐주얼,치노팬츠,토앤토",M_아메리칸캐주얼,6
72042,F,스트릿,여름,"여름,스트릿,플립플랍,디스트로이드,크롭티셔츠,토앤토",F_스트릿,0
72043,F,스트릿,여름,"여름,스트릿,플립플랍,셔츠,숏팬츠,토앤토",F_스트릿,0
72045,M,캐주얼,여름,"여름,셔츠,첼시부츠,치노팬츠,캐주얼",M_캐주얼,5
72047,M,캐주얼,여름,"앤더슨벨,여름,데님팬츠,크로스백,반팔티셔츠,부츠,캐주얼,베스트",M_캐주얼,5
72048,M,캐주얼,여름,"여름,셀린느,반스,스니커즈,팬츠,구르카,반팔티셔츠,캐주얼",M_캐주얼,5
72049,M,캐주얼,여름,"여름,페라가모,구찌,캐주얼,뉴스보이캡",M_캐주얼,5
72051,M,스트릿,여름,"여름,스트릿,져지,아디다스,스니커즈,낫포너드,백팩,숏팬츠",M_스트릿,3
72052,F,캐주얼,여름,"여름,스니커즈,숄더백,메종마르지엘라,캐주얼,베스트",F_캐주얼,1
72054,F,캐주얼,여름,"여름,데님스커트,크로스백,프라이탁,캐주얼,샌들,베스트",F_캐주얼,1
72058,M,캐주얼,여름,"여름,데님팬츠,셔츠,첼시부츠,백팩,캐주얼",M_캐주얼,5
72059,F,걸리시,여름,"여름,걸리시,미니백,원피스,샌들",F_걸리시,4
72066,F,스트릿,여름,"스투시,여름,스트릿,플립플랍,반팔티셔츠,와이드팬츠",F_스트릿,0
72072,M,스트릿,여름,"여름,스트릿,카고팬츠,스니커즈,나이키,반팔티셔츠",M_스트릿,3
72073,M,스트릿,여름,"토트백,여름,스트릿,카고팬츠,스니커즈,반팔티셔츠,칼하트",M_스트릿,3
72074,F,캐주얼,여름,"여름,데님팬츠,크로스백,스니커즈,나이키,캐주얼,크롭탑",F_캐주얼,1
72080,M,캐주얼,여름,"여름,데님팬츠,셔츠,스니커즈,나이키,캐주얼",M_캐주얼,5
